id,deleted,version,amount,deadline,epag_token,epag_trx_number,label,method,payment_date,status,fk_loan_request,code,channel_transaction_number,created_date,paid_amount,transaction_ref_debit,transaction_ref_number_debit
15dfa203-a51f-4db5-b881-13e23c8b66cf,f,2021-09-27 16:04:16.105,200.25,2021-09-30,,,,,,UNPAID,fc90983c-4811-4352-bc71-2f8841b305d0,,,2021-09-27 16:04:16.104909,,,
7ca5681f-a040-4c57-a623-d54b34d1c877,f,2021-09-30 13:21:15.193,101.22,2021-10-07,,,,,,UNPAID,df22b12b-38d7-4ecb-a873-91d0000d3490,8410071719487200000307102021,,2021-09-30 13:11:46.140237,,,
5a4be04c-2db0-4ab5-9cec-96d986de44a9,f,2021-09-28 10:20:53.818,200.25,2021-09-30,00100000028692,0000082202319,,MANUAL,2021-09-28 00:00:00,PAID_LS,a8749049-2bac-458d-acb8-821651cf5b37,8410005987719000000430092021,10000003848411001,2021-09-27 16:02:52.881158,200.25,,
82548c0a-9d14-49c8-ae66-f6010aee0f8b,f,2021-09-28 10:40:54.312,200.25,2021-10-01,,,,,,UNPAID,1747c17b-d409-4cb4-8a24-c8b92a2a2b56,,,2021-09-28 10:40:54.311877,,,
8825e540-0fd0-4df1-82e6-5df3ce75b4e8,f,2021-09-28 11:25:13.85,200.25,2021-10-01,,,,,,UNPAID,058d666f-055d-48c7-b712-51e92d2a90b7,,,2021-09-28 11:25:13.850017,,,
a3a35f0a-e3e3-4f2e-98c6-6c32080d7c9a,f,2021-09-30 13:22:54.436,101.74,2021-10-04,,,,,,UNPAID,364cdc37-ecbc-474e-92cc-d8d00cafe063,,,2021-09-30 13:22:54.435935,,,
ff50be4e-8b73-432c-abdc-1ce86a77f352,f,2021-09-30 13:22:54.457,101.73,2021-10-07,,,,,,UNPAID,364cdc37-ecbc-474e-92cc-d8d00cafe063,,,2021-09-30 13:22:54.456695,,,
1daf66b3-1a2f-4561-93db-5f84bc55b17d,f,2021-09-30 13:49:07.809,102.24,2021-10-04,,,,,,UNPAID,2af18647-c408-4c9c-8839-9d4944a2f0df,,,2021-09-30 13:49:07.809325,,,
9c03c68b-a7bd-44c7-9e15-9b189ddceb28,f,2021-09-30 13:49:07.826,102.23,2021-10-07,,,,,,UNPAID,2af18647-c408-4c9c-8839-9d4944a2f0df,,,2021-09-30 13:49:07.82602,,,
97f50f6a-146c-43fd-b698-fcaa9f6af131,f,2021-09-30 10:06:31.762,200.25,2021-10-03,,,,,,UNPAID,a156facf-3891-4b1f-ba68-4b1276d516e1,,,2021-09-30 10:06:31.742209,,,
e1e10723-e9db-43f9-bb06-bf64e4aced81,f,2021-09-30 10:08:35.079,150.62,2021-10-06,,,,,,UNPAID,08515df7-a526-409e-9e00-713d793f69de,,,2021-09-30 10:08:35.078522,,,
46d6c510-361f-49d7-acbe-1127a6dbd204,f,2021-09-30 10:08:35.096,150.62,2021-10-10,,,,,,UNPAID,08515df7-a526-409e-9e00-713d793f69de,,,2021-09-30 10:08:35.096026,,,
295a13d2-84ba-4fe4-96c6-3a6f2112d78d,f,2021-09-30 10:08:35.108,150.63,2021-10-14,,,,,,UNPAID,08515df7-a526-409e-9e00-713d793f69de,,,2021-09-30 10:08:35.10785,,,
f7857bbf-00df-463d-8bd8-ca9a64642fab,f,2021-09-30 10:19:20.889,150.62,2021-10-06,,,,,,UNPAID,02442bd3-548e-4bf9-b59d-9c2c899d785f,,,2021-09-30 10:19:20.888972,,,
474bbdf3-f253-45c3-a946-1b8e535a4809,f,2021-09-30 10:19:20.915,150.62,2021-10-10,,,,,,UNPAID,02442bd3-548e-4bf9-b59d-9c2c899d785f,,,2021-09-30 10:19:20.915438,,,
c5f1b129-9a7c-40fd-9378-ae8db151c875,f,2021-09-30 10:19:20.927,150.63,2021-10-14,,,,,,UNPAID,02442bd3-548e-4bf9-b59d-9c2c899d785f,,,2021-09-30 10:19:20.927106,,,
e546a9bf-78e8-4263-94c0-19902c811eee,f,2021-09-30 10:42:49.236,150.62,2021-10-06,,,,,,UNPAID,2de8d96b-5f55-422c-8a74-f0baaa65152a,,,2021-09-30 10:42:49.236215,,,
3e11942e-8fb6-4e5c-86f0-11b87d7bccfa,f,2021-09-30 10:42:49.257,150.62,2021-10-10,,,,,,UNPAID,2de8d96b-5f55-422c-8a74-f0baaa65152a,,,2021-09-30 10:42:49.25707,,,
4278ac2d-e497-4412-91b2-48681ab9849a,f,2021-09-30 10:42:49.268,150.63,2021-10-14,,,,,,UNPAID,2de8d96b-5f55-422c-8a74-f0baaa65152a,,,2021-09-30 10:42:49.267995,,,
13b1afca-186c-4963-a3cb-9156ad1109ea,f,2021-09-30 10:58:26.767,150.62,2021-10-06,,,,,,UNPAID,afdf24f8-51d1-42d1-a110-1aaf319e178f,,,2021-09-30 10:58:26.766982,,,
0e9462e8-dab6-4a04-9cc0-f4b395938c98,f,2021-09-30 10:58:26.794,150.62,2021-10-10,,,,,,UNPAID,afdf24f8-51d1-42d1-a110-1aaf319e178f,,,2021-09-30 10:58:26.793881,,,
a67dca78-755b-4dd7-9262-045affc5d7de,f,2021-09-30 10:58:26.811,150.63,2021-10-14,,,,,,UNPAID,afdf24f8-51d1-42d1-a110-1aaf319e178f,,,2021-09-30 10:58:26.810957,,,
a3d9cbc6-a7da-4f68-bd86-6d8bcc888181,f,2021-09-30 11:03:03.581,150.62,2021-10-06,,,,,,UNPAID,5edfc9f2-c4c5-4a6b-870e-e1ea2024ab9c,8410005393241000000306102021,,2021-09-30 11:02:14.015137,,,
415deb7b-a0a9-4a10-b0f1-88c37dbe2311,f,2021-09-30 11:03:03.582,150.62,2021-10-10,,,,,,UNPAID,5edfc9f2-c4c5-4a6b-870e-e1ea2024ab9c,8410005393241000000310102021,,2021-09-30 11:02:14.035285,,,
a704b017-54bd-4987-8d60-58aeac6bb715,f,2021-09-30 11:03:03.582,150.63,2021-10-14,,,,,,UNPAID,5edfc9f2-c4c5-4a6b-870e-e1ea2024ab9c,8410005393241000000314102021,,2021-09-30 11:02:14.045217,,,
78c7d1ac-422e-4976-824f-11baaae55c8f,f,2021-09-30 13:10:40.423,100.72,2021-10-07,,,,,,UNPAID,2b88879a-d3a8-4320-831c-f8ccf2129ecc,8410071719487200000207102021,,2021-09-30 13:03:10.151151,,,
dd650e2f-81c0-4448-a6e8-715de793840b,f,2021-10-02 22:04:37.363,200.25,2021-10-05,,,,,,UNPAID,1be3b4e0-abfb-407b-9569-664a9173521f,,,2021-10-02 22:04:37.323132,,,
5afeba7e-12af-4358-a0f5-c84dddcfee63,f,2021-09-30 14:26:38.968,102.73,2021-10-07,,,,,,UNPAID,f2f2cddc-e136-4ec2-9317-b4b5f5ff13cc,8410071719487200000607102021,,2021-09-30 14:25:12.491597,,,
a4cbc563-7a1b-41aa-9a7f-85135c640209,f,2021-09-30 19:40:21.267,103.23,2021-10-07,,,,,,UNPAID,c50282c3-490b-46bd-912e-cff8896c50c5,8410071719487200000707102021,,2021-09-30 19:38:37.535418,,,
36f42b13-10d7-450e-af17-a025e6ef2e70,f,2021-10-01 12:34:52.972,200.25,2021-09-30,,,,BATCH,2021-10-01 12:34:52.956796,PAID_LS_RECONCILED,569bc0f4-02a9-4082-b9d3-55c471019fd6,8410058276881500000130092021,N00000000017,2021-09-27 15:17:16.002484,200.25,,
174b93f6-1492-4c51-b1f4-624edff84a83,f,2021-10-02 15:18:08.056,200.25,2021-09-30,,,,BATCH,2021-10-02 15:18:08.040007,PAID_LS_RECONCILED,eff6d032-388f-49df-bb67-e5ea4d1cf4a8,8410005393241000000130092021,N00000000023,2021-09-27 14:51:57.705658,205.84,,
7617c0ea-3fcb-486e-aa27-0099129d3af7,f,2021-10-02 15:22:02.447,101.24,2021-10-04,,,,BATCH,2021-10-02 15:22:02.441139,PAID_LS_RECONCILED,df22b12b-38d7-4ecb-a873-91d0000d3490,8410071719487200000304102021,N00000000025,2021-09-30 13:11:46.123524,101.24,,
ea9f10ec-b14f-4690-bef3-4e56b1a5c801,f,2021-10-02 15:22:02.669,102.74,2021-10-04,,,,BATCH,2021-10-02 15:22:02.664601,PAID_LS_RECONCILED,f2f2cddc-e136-4ec2-9317-b4b5f5ff13cc,8410071719487200000604102021,N00000000026,2021-09-30 14:25:12.475322,102.74,,
278b8667-73e8-4014-a12c-adf2c873c47b,f,2021-10-02 15:22:02.898,103.24,2021-10-04,,,,BATCH,2021-10-02 15:22:02.893433,PAID_LS_RECONCILED,c50282c3-490b-46bd-912e-cff8896c50c5,8410071719487200000704102021,N00000000027,2021-09-30 19:38:37.511015,103.24,,
a0d7008b-f2de-4909-8420-6797d89994a0,f,2023-10-18 15:08:55.561,207.48,2024-01-16,,,,,,UNPAID,2533d852-fa24-4751-90a0-bcca931af6d3,,,2023-10-18 15:08:55.561527,,,
6dae8d33-c7a1-4655-8005-44ee587cc496,f,2021-10-04 16:50:55.542,200.46,2021-10-08,,,,,,UNPAID,01c477dd-1970-463d-b1eb-5df7020f7313,8410058276881500000308102021,,2021-10-04 16:49:52.116827,,,
85a248ca-07b0-4d74-88d5-08aff14ee0c5,f,2021-10-04 16:50:55.542,200.45,2021-10-11,,,,,,UNPAID,01c477dd-1970-463d-b1eb-5df7020f7313,8410058276881500000311102021,,2021-10-04 16:49:52.162574,,,
161e5014-2063-4ab7-be87-1475b97ee7ef,f,2021-10-04 23:54:44.289,200.25,2021-10-05,00100000029003,0000082202593,,MANUAL,2021-10-04 00:00:00,PAID_LS,cc113dc0-58b8-477d-ba1b-3eeefcf33350,8410053506311000000105102021,10000003881111001,2021-10-02 21:50:56.277664,200.25,,
6caae4c3-1fb6-4fa6-a37e-1617b1c9cf49,f,2021-10-05 00:04:09.716,252.03,2021-10-14,,,,,,UNPAID,452887db-1d05-4806-979a-e402690e2778,,,2021-10-05 00:04:09.682473,,,
54c2256e-4ff7-4044-8341-35ba56bda40a,f,2021-10-05 00:04:09.747,252.03,2021-10-21,,,,,,UNPAID,452887db-1d05-4806-979a-e402690e2778,,,2021-10-05 00:04:09.746434,,,
61ff0b1c-5231-4eed-90a6-31db92a0b7e4,f,2021-10-05 00:04:09.76,252.03,2021-10-28,,,,,,UNPAID,452887db-1d05-4806-979a-e402690e2778,,,2021-10-05 00:04:09.760579,,,
f99733cb-8ffe-4250-9e50-41943f88a143,f,2021-10-05 00:04:09.772,252.03,2021-11-04,,,,,,UNPAID,452887db-1d05-4806-979a-e402690e2778,,,2021-10-05 00:04:09.771995,,,
b22a7da3-77db-45f8-8ee1-63c5ebdd6d77,f,2023-10-18 15:12:35.381,207.48,2024-01-16,,,,,,UNPAID,a7d4e035-1618-4930-ab45-1deafc8a3310,8413641008938101000316012024,,2023-10-18 15:11:54.501032,,,
2da51762-4b8c-4d02-bd6c-126110e8d0cd,f,2021-10-02 15:22:02.192,100.73,2021-10-04,,,,BATCH,2021-10-02 15:22:02.186458,PAID_LS_RECONCILED,2b88879a-d3a8-4320-831c-f8ccf2129ecc,8410071719487200000204102021,N00000000024,2021-09-30 13:03:10.123685,100.73,,
57f818e4-dfb0-494d-abe8-02a7ea803a59,f,2021-09-28 11:45:08.864,200.25,2021-10-01,00100000028696,0000082202326,,MANUAL,2021-09-28 00:00:00,UNPAID,0128ad9f-a812-44e9-ae8f-fec90c9474c8,8410005987719000000601102021,10000003849111001,2021-09-28 11:38:30.226902,,,
e00fefed-4c37-47f6-b610-210a7e122953,f,2021-10-05 12:27:46.49,200.25,2021-10-01,00100000029013,0000082202606,,MANUAL,2021-10-05 00:00:00,PAID_LS,1bf3928f-10d0-415b-835c-c22fa8065207,8410058276881500000201102021,10000003882911001,2021-09-28 11:38:51.808414,206.1,,
b353609b-4bab-4779-adf1-8da810c4d1ac,f,2021-10-01 17:13:44.49,200.25,2021-10-03,00100000028944,0000082202525,,MANUAL,2021-10-01 00:00:00,PAID_LS,8e382397-8014-4764-8cd3-aa043a87d71d,8410071719487200000103102021,10000003874111001,2021-09-30 10:09:27.424356,200.25,,
cf4d66ea-c1a0-4c03-9e92-ec180a749f97,f,2021-10-05 00:07:58.866,252.03,2021-10-14,,,,,,UNPAID,8652fd1d-6fb1-4212-8f05-affd8c2a15c5,8410053506311000000414102021,,2021-10-05 00:06:29.562043,,,
937c6953-f97b-4f58-b13a-47763d940c1d,f,2021-10-05 00:07:58.867,252.03,2021-10-21,,,,,,UNPAID,8652fd1d-6fb1-4212-8f05-affd8c2a15c5,8410053506311000000421102021,,2021-10-05 00:06:29.592794,,,
15c10dfd-8f44-4214-9d46-ce737fa42592,f,2021-10-05 00:07:58.867,252.03,2021-10-28,,,,,,UNPAID,8652fd1d-6fb1-4212-8f05-affd8c2a15c5,8410053506311000000428102021,,2021-10-05 00:06:29.614238,,,
f9dcef8a-e361-40c5-8bc0-3aea015002de,f,2021-10-05 00:07:58.867,252.03,2021-11-04,,,,,,UNPAID,8652fd1d-6fb1-4212-8f05-affd8c2a15c5,8410053506311000000404112021,,2021-10-05 00:06:29.627654,,,
78173d1b-fe04-44e3-bd72-1e83463c2463,f,2021-10-05 14:35:05.191,199.96,2021-10-09,,,,,,UNPAID,f0a79cde-71d1-40bb-a640-40761819aa4e,8410005393241000000509102021,,2021-10-05 14:33:50.286365,,,
41b3d20b-3e81-4110-b255-b4684e0f85a5,f,2021-10-05 14:35:05.191,199.95,2021-10-12,,,,,,UNPAID,f0a79cde-71d1-40bb-a640-40761819aa4e,8410005393241000000512102021,,2021-10-05 14:33:50.309742,,,
38f1c76f-40a9-4cf5-b5ac-024fdd2c7553,f,2021-10-05 14:40:31.641,334.39,2021-10-11,,,,,,UNPAID,fc88596d-b434-4a41-b185-463548b9c4b8,,,2021-10-05 14:40:31.640583,,,
526634f8-af20-497e-8095-c0918fd0d352,f,2021-10-05 14:40:31.657,334.39,2021-10-15,,,,,,UNPAID,fc88596d-b434-4a41-b185-463548b9c4b8,,,2021-10-05 14:40:31.657647,,,
0dda12df-6c0c-47e3-8794-b7e4d8b4b8a3,f,2021-10-05 14:40:31.669,334.37,2021-10-19,,,,,,UNPAID,fc88596d-b434-4a41-b185-463548b9c4b8,,,2021-10-05 14:40:31.669313,,,
947dc04e-5045-4682-8f0c-adcef8dc32f5,f,2021-10-05 14:43:18.315,250.74,2021-10-16,,,,,,UNPAID,2693f9d5-619d-43a4-a1a7-d2329785ffcc,8410005393241000000716102021,,2021-10-05 14:41:21.058314,,,
44b03ff5-b65d-41b3-8e99-4536aa7763f7,f,2021-10-05 14:43:18.315,250.74,2021-10-19,,,,,,UNPAID,2693f9d5-619d-43a4-a1a7-d2329785ffcc,8410005393241000000719102021,,2021-10-05 14:41:21.065689,,,
ac00b15c-5b1d-4168-895c-0c6104d59fe8,f,2021-10-05 16:23:09.034,250.74,2021-10-10,00100000029023,0000082202652,,MANUAL,2021-10-05 00:00:00,PAID_LS,2693f9d5-619d-43a4-a1a7-d2329785ffcc,8410005393241000000710102021,10000003886011001,2021-10-05 14:41:21.032134,256.24,,
c82b26f1-a36a-4086-a0bd-f5df034ca0f9,f,2021-10-05 16:51:50.357,200.46,2021-10-09,00100000029029,0000082202660,,MANUAL,2021-10-05 00:00:00,PAID_LS,68f8fccd-e9b1-4a85-9b86-1ad8147b0c9f,8410005393241000000409102021,10000003887011001,2021-10-05 14:24:29.23846,206.05,,
5efdae17-b32a-4b29-962b-db48156a1b2d,f,2021-10-05 16:59:57.636,200.45,2021-10-12,00100000029031,0000082202663,,MANUAL,2021-10-05 00:00:00,PAID_LS,68f8fccd-e9b1-4a85-9b86-1ad8147b0c9f,8410005393241000000412102021,10000003887411001,2021-10-05 14:24:29.296239,200.45,,
01f52f24-cffa-4aeb-9ac1-5bf95eb63a6d,f,2021-10-05 17:05:25.143,250.74,2021-10-13,00100000029032,0000082202665,,MANUAL,2021-10-05 00:00:00,PAID_LS,2693f9d5-619d-43a4-a1a7-d2329785ffcc,8410005393241000000713102021,10000003887611001,2021-10-05 14:41:21.047383,250.74,,
b156e0c2-54f0-4d62-a548-4cec32fef5aa,f,2021-10-05 17:13:30.591,200.25,2021-10-13,,,,,,UNPAID,3d75c703-4e86-4d30-9776-f3d177032610,8410005393241000000813102021,,2021-10-05 17:12:17.908761,,,
d9116136-3b37-4f74-9fb9-2d82433c180d,f,2023-10-18 15:18:52.708,207.48,2024-01-16,,,,,,UNPAID,12fccc2f-a113-4c0f-aac3-eb939f3b7269,,,2023-10-18 15:18:52.708442,,,
fbe9e050-b39a-4407-8e33-46eb340e9713,f,2021-10-06 09:59:39.85,200.25,2021-10-13,,,,,,UNPAID,2ac44207-fa95-4817-ab3d-92ea360352ff,,,2021-10-06 09:59:39.85028,,,
cb219693-e477-4c86-9e9d-969592e1a0bc,f,2021-10-06 10:44:04.483,200.25,2021-10-14,,,,,,UNPAID,dab1c56c-ddf8-4e7f-9948-7df8192478eb,8410058276881500000414102021,,2021-10-06 10:43:00.343146,,,
5c7e41f8-b61d-4b7f-b381-2245f4200028,f,2021-10-06 12:32:03.353,200.25,2021-10-14,,,,,,UNPAID,d8e458e5-5ec0-4a81-bded-e676d82a28b8,,,2021-10-06 12:32:03.326212,,,
2a594fec-a9a7-4eda-8aa4-24b5b931a2a0,f,2021-10-06 12:36:29.815,200.25,2021-10-14,,,,,,UNPAID,8e863f1c-c30e-430b-8279-2935396cd09a,8410065349809000000214102021,,2021-10-06 12:35:33.662589,,,
2676f4ce-12ae-4a92-b3d9-53bc8bbf823a,f,2021-10-06 12:38:41.735,200.25,2021-10-14,,,,,,UNPAID,dcd8807a-08af-4037-bb8b-1a276e5bc909,8410065349809000000314102021,,2021-10-06 12:37:50.625805,,,
8b8d37ad-2f81-4072-bdf3-f2700ea76a42,f,2021-10-06 12:44:18.152,200.25,2021-10-14,,,,,,UNPAID,2e0928a3-db07-431b-89c4-1f62918390e0,8410065349809000000414102021,,2021-10-06 12:43:32.54663,,,
c6fdb188-77b4-4120-9f57-2253df69ba3a,f,2021-10-06 12:52:15.26,200.25,2021-10-14,,,,,,UNPAID,01040823-e2f6-4059-8d3f-a8a5812fe697,8410065349809000000514102021,,2021-10-06 12:51:28.848234,,,
fe9733cc-9896-4a43-beaf-e9adf6f37d33,f,2021-10-06 12:59:56.782,200.25,2021-10-14,,,,,,UNPAID,f7e65627-a98a-4315-8f5f-b84f16a18bf5,,,2021-10-06 12:59:56.782165,,,
47dbd92f-75b5-4c2b-b609-d430121ec0a2,f,2021-10-06 13:04:06.874,252.03,2021-10-20,,,,,,UNPAID,27aef872-dd43-4e55-bcca-50b8f76af355,,,2021-10-06 13:04:06.840808,,,
3f1df7c9-57f7-4673-b177-fef80ced1a76,f,2021-10-06 13:04:06.899,252.03,2021-10-27,,,,,,UNPAID,27aef872-dd43-4e55-bcca-50b8f76af355,,,2021-10-06 13:04:06.898775,,,
0d19a5ec-61ea-450a-b075-672efdd391d9,f,2021-10-06 13:04:06.913,252.03,2021-11-03,,,,,,UNPAID,27aef872-dd43-4e55-bcca-50b8f76af355,,,2021-10-06 13:04:06.913084,,,
0b9a547f-bbc7-47e4-983a-83fc2e316b39,f,2021-10-06 13:04:06.928,252.03,2021-11-10,,,,,,UNPAID,27aef872-dd43-4e55-bcca-50b8f76af355,,,2021-10-06 13:04:06.928319,,,
dce0543a-6a21-4f97-9cef-97f81cddf5a3,f,2021-10-06 13:16:06.158,200.25,2021-10-14,,,,,,UNPAID,43230f62-9ed7-452f-af31-97ba2eee3bee,8410065349809000000814102021,,2021-10-06 13:13:34.519226,,,
b077b644-e982-4101-8d8f-30320f76d535,f,2021-10-06 13:20:51.559,200.25,2021-10-14,,,,,,UNPAID,bda05a2d-2f63-4011-91c3-22223f0a966a,8410065349809000000914102021,,2021-10-06 13:19:57.644353,,,
93101c43-afe2-4f6a-a9e9-c1d86d10b3c1,f,2021-10-06 13:23:48.086,200.25,2021-10-14,,,,,,UNPAID,05e30d6c-cb5b-4d31-8692-6c986851511f,8410065349809000001014102021,,2021-10-06 13:21:47.200114,,,
bc651ebd-3c97-4dfd-a414-325ea99f3fb1,f,2021-10-06 15:02:35.775,200.61,2021-10-20,,,,,,UNPAID,04213cc5-bee2-4a51-912c-8ee6e82bf5ff,8410099031895600000120102021,,2021-10-06 15:00:02.171238,,,
f6948732-0362-4e0e-9b62-d977db9ce925,f,2021-10-06 15:02:35.776,200.61,2021-10-27,,,,,,UNPAID,04213cc5-bee2-4a51-912c-8ee6e82bf5ff,8410099031895600000127102021,,2021-10-06 15:00:02.206104,,,
1a888973-5983-409b-8c5f-68ac486e02d3,f,2021-10-06 15:02:35.776,200.61,2021-11-03,,,,,,UNPAID,04213cc5-bee2-4a51-912c-8ee6e82bf5ff,8410099031895600000103112021,,2021-10-06 15:00:02.221059,,,
58e03aa7-3f3b-4946-afdf-6a8cfdc4c532,f,2021-10-06 15:02:35.777,200.64,2021-11-10,,,,,,UNPAID,04213cc5-bee2-4a51-912c-8ee6e82bf5ff,8410099031895600000110112021,,2021-10-06 15:00:02.234875,,,
ffeb581b-d077-41c7-af8e-0141d425bb8a,f,2021-10-06 15:20:13.553,229.28,2021-10-17,,,,,,UNPAID,ec1c2ad6-b063-4003-9b83-198911002917,8410099031895600000217102021,,2021-10-06 15:17:59.353396,,,
9aceaacb-77c9-4657-b1da-5a2212716ebb,f,2021-10-06 15:20:13.553,229.28,2021-10-21,,,,,,UNPAID,ec1c2ad6-b063-4003-9b83-198911002917,8410099031895600000221102021,,2021-10-06 15:17:59.408777,,,
70678b70-0320-46f1-9025-f4f7c530b87e,f,2021-10-06 15:20:13.553,229.3,2021-10-25,,,,,,UNPAID,ec1c2ad6-b063-4003-9b83-198911002917,8410099031895600000225102021,,2021-10-06 15:17:59.414706,,,
87998a54-ec24-44ff-ae90-b55138a39065,f,2021-10-07 10:46:19.617,200.25,2021-10-14,,,,,,UNPAID,19b99344-c5b2-421e-b547-3dc769c1a335,,,2021-10-07 10:46:19.597879,,,
cdcd37bc-ed1b-46ad-b780-c88e6c69b8ee,f,2021-10-07 11:06:47.749,150.35,2021-10-15,,,,,,UNPAID,988a5d4c-12af-4389-afbb-0d384c93618c,,,2021-10-07 11:06:47.748965,,,
06f575b7-b07d-4f51-b146-2d0abcc97117,f,2021-10-07 11:06:47.781,150.34,2021-10-18,,,,,,UNPAID,988a5d4c-12af-4389-afbb-0d384c93618c,,,2021-10-07 11:06:47.780635,,,
66a46568-cb03-48d3-aa9a-a6a52db3440d,f,2021-10-07 15:56:03.666,160.37,2021-10-15,00100000029088,0000082202738,,MANUAL,2021-10-07 00:00:00,PAID_LS,c8de1780-2a40-4890-9dea-a6a29aa068f7,8410005393241009000915102021,10000003896111001,2021-10-07 11:26:02.259933,165.94,,
54b0bbe4-654b-4c66-b154-979798936431,f,2021-10-07 11:10:49.802,150.34,2021-10-18,,,,,,UNPAID,33b669fc-7a81-4bf7-844b-4b74c1884054,8410058276881509000718102021,,2021-10-07 11:08:57.555355,,,
8ab5a020-3017-49f9-a225-afff7f65bbe4,f,2021-10-07 18:39:54.086,245.97,2021-10-16,,,,BATCH,2021-10-07 18:39:54.082116,PAID_LS_RECONCILED,5f4e26b3-829d-44be-99f8-58a3dfc68a05,8410099031895609000316102021,N00000000091,2021-10-07 11:26:31.615928,251.47,,
bef3bcc6-7bd1-4c3a-a7c0-bdb88a967d7d,f,2021-10-07 11:27:12.595,160.36,2021-10-18,,,,,,UNPAID,c8de1780-2a40-4890-9dea-a6a29aa068f7,8410005393241009000918102021,,2021-10-07 11:26:02.292209,,,
cfeac799-ca30-44ba-93fa-ad0a10c14e20,f,2021-10-07 11:27:54.614,245.97,2021-10-19,,,,,,UNPAID,5f4e26b3-829d-44be-99f8-58a3dfc68a05,8410099031895609000319102021,,2021-10-07 11:26:31.632141,,,
d92c8101-bb3d-4d28-970b-df7c87136c03,f,2021-10-07 11:27:54.614,245.97,2021-10-22,,,,,,UNPAID,5f4e26b3-829d-44be-99f8-58a3dfc68a05,8410099031895609000322102021,,2021-10-07 11:26:31.643707,,,
ca74bdeb-3d0a-40ff-9abb-2c2b425ed620,f,2021-10-07 11:27:54.615,245.97,2021-10-25,,,,,,UNPAID,5f4e26b3-829d-44be-99f8-58a3dfc68a05,8410099031895609000325102021,,2021-10-07 11:26:31.655469,,,
93615620-08d2-4749-8638-d86823ecf35d,f,2021-10-07 11:58:53.916,167.36,2021-10-17,,,,,,UNPAID,adeac18f-b75b-44ff-8592-583e233f9ee2,8410078361110100000117102021,,2021-10-07 11:55:42.031603,,,
746f05cb-79ea-490c-b4aa-2055f2d87535,f,2021-10-07 11:58:53.917,167.36,2021-10-21,,,,,,UNPAID,adeac18f-b75b-44ff-8592-583e233f9ee2,8410078361110100000121102021,,2021-10-07 11:55:42.07168,,,
9e4d70b4-aa4b-4852-9533-c5bbcb01a3eb,f,2021-10-07 11:58:53.918,167.35,2021-10-25,,,,,,UNPAID,adeac18f-b75b-44ff-8592-583e233f9ee2,8410078361110100000125102021,,2021-10-07 11:55:42.083299,,,
